Date,Site_ID,Grade_Description,Competitor_Price
2019-01-19,10838,Diesel,2.5356666666666667
2019-01-19,10838,Midgrade Gas,2.2165
2019-01-19,10838,Premium Gas,2.5265
2019-01-19,10838,Unleaded Gas,1.8239999999999998
2019-01-20,10808,Diesel,2.5140000000000002
2019-01-20,10808,Premium Gas,1.859
2019-01-20,10808,Unleaded Gas,1.8456666666666666
2019-01-20,10818,Diesel,2.752333333333333
2019-01-20,10818,Midgrade Gas,2.295666666666667
2019-01-20,10818,Premium Gas,2.5456666666666665
2019-01-20,10818,Unleaded Gas,2.003
2019-01-20,10838,Diesel,2.5356666666666667
2019-01-20,10838,Midgrade Gas,2.209
2019-01-20,10838,Premium Gas,2.519
2019-01-20,10838,Unleaded Gas,1.8164999999999998
2019-01-21,10808,Diesel,2.5140000000000002
2019-01-21,10808,Midgrade Gas,2.039
2019-01-21,10808,Premium Gas,1.994
2019-01-21,10808,Unleaded Gas,1.8456666666666666
2019-01-21,10818,Diesel,2.689
2019-01-21,10818,Midgrade Gas,2.2623333333333338
2019-01-21,10818,Premium Gas,2.499
2019-01-21,10818,Unleaded Gas,2.003
2019-01-21,10838,Diesel,2.545666666666667
2019-01-21,10838,Midgrade Gas,2.204
2019-01-21,10838,Premium Gas,2.514
2019-01-21,10838,Unleaded Gas,1.869
2019-01-22,10808,Diesel,2.5140000000000002
2019-01-22,10808,Midgrade Gas,2.039
2019-01-22,10808,Premium Gas,1.994
2019-01-22,10808,Unleaded Gas,1.8456666666666666
2019-01-22,10818,Diesel,2.689
2019-01-22,10818,Midgrade Gas,2.279
2019-01-22,10818,Premium Gas,2.549
2019-01-22,10818,Unleaded Gas,2.0010000000000003
2019-01-22,10838,Diesel,2.629
2019-01-22,10838,Midgrade Gas,2.2464999999999997
2019-01-22,10838,Premium Gas,2.5965
2019-01-22,10838,Unleaded Gas,1.9965
2019-01-23,10808,Diesel,2.604
2019-01-23,10808,Midgrade Gas,2.039
2019-01-23,10808,Premium Gas,1.994
2019-01-23,10808,Unleaded Gas,1.8456666666666666
2019-01-23,10818,Diesel,2.689
2019-01-23,10818,Midgrade Gas,2.279
2019-01-23,10818,Premium Gas,2.595666666666667
2019-01-23,10818,Unleaded Gas,2.0309999999999997
2019-01-23,10838,Diesel,2.649
2019-01-23,10838,Midgrade Gas,2.2464999999999997
2019-01-23,10838,Premium Gas,2.5389999999999997
2019-01-23,10838,Unleaded Gas,1.9965
2019-01-24,10808,Diesel,2.604
2019-01-24,10808,Midgrade Gas,2.039
2019-01-24,10808,Premium Gas,2.2640000000000002
2019-01-24,10808,Unleaded Gas,1.8523333333333334
2019-01-24,10818,Diesel,2.689
2019-01-24,10818,Midgrade Gas,2.295666666666667
2019-01-24,10818,Premium Gas,2.595666666666667
2019-01-24,10818,Unleaded Gas,2.0309999999999997
2019-01-24,10838,Diesel,2.582333333333333
2019-01-24,10838,Midgrade Gas,2.2464999999999997
2019-01-24,10838,Premium Gas,2.5965
2019-01-24,10838,Unleaded Gas,1.9965
2019-01-25,10808,Diesel,2.604
2019-01-25,10808,Midgrade Gas,2.039
2019-01-25,10808,Premium Gas,2.2640000000000002
2019-01-25,10808,Unleaded Gas,1.8523333333333334
2019-01-25,10818,Diesel,2.7140000000000004
2019-01-25,10818,Midgrade Gas,2.342333333333333
2019-01-25,10818,Premium Gas,2.6256666666666666
2019-01-25,10818,Unleaded Gas,2.039
2019-01-25,10838,Diesel,2.582333333333333
2019-01-25,10838,Midgrade Gas,2.2464999999999997
2019-01-25,10838,Premium Gas,2.5965
2019-01-25,10838,Unleaded Gas,1.9915
2019-01-26,10808,Diesel,2.604
2019-01-26,10808,Midgrade Gas,2.099
2019-01-26,10808,Premium Gas,2.2640000000000002
2019-01-26,10808,Unleaded Gas,1.849
2019-01-26,10818,Diesel,2.7140000000000004
2019-01-26,10818,Midgrade Gas,2.342333333333333
2019-01-26,10818,Premium Gas,2.7123333333333335
2019-01-26,10818,Unleaded Gas,2.039
2019-01-26,10838,Diesel,2.5656666666666665
2019-01-26,10838,Midgrade Gas,2.2864999999999998
2019-01-26,10838,Premium Gas,2.5815
2019-01-26,10838,Unleaded Gas,1.9789999999999999
2019-01-27,10808,Diesel,2.604
2019-01-27,10808,Midgrade Gas,2.099
2019-01-27,10808,Premium Gas,2.399
2019-01-27,10808,Unleaded Gas,1.849
2019-01-27,10818,Diesel,2.6990000000000003
2019-01-27,10818,Midgrade Gas,2.342333333333333
2019-01-27,10818,Premium Gas,2.7123333333333335
2019-01-27,10818,Unleaded Gas,2.011
2019-01-27,10838,Diesel,2.582333333333333
2019-01-27,10838,Midgrade Gas,2.2864999999999998
2019-01-27,10838,Premium Gas,2.5815
2019-01-27,10838,Unleaded Gas,1.9715
2019-01-28,10808,Diesel,2.604
2019-01-28,10808,Midgrade Gas,2.099
2019-01-28,10808,Premium Gas,2.399
2019-01-28,10808,Unleaded Gas,1.829
2019-01-28,10818,Diesel,2.6990000000000003
2019-01-28,10818,Midgrade Gas,2.2764999999999995
2019-01-28,10818,Premium Gas,2.7123333333333335
2019-01-28,10818,Unleaded Gas,2.011
2019-01-28,10838,Diesel,2.582333333333333
2019-01-28,10838,Midgrade Gas,2.2664999999999997
2019-01-28,10838,Premium Gas,2.574
2019-01-28,10838,Unleaded Gas,1.9589999999999999
2019-01-29,10808,Diesel,2.604
2019-01-29,10808,Midgrade Gas,2.099
2019-01-29,10808,Unleaded Gas,1.829
2019-01-29,10818,Diesel,2.6990000000000003
2019-01-29,10818,Midgrade Gas,2.2889999999999997
2019-01-29,10818,Premium Gas,2.584
2019-01-29,10818,Unleaded Gas,1.991
2019-01-29,10838,Diesel,2.582333333333333
2019-01-29,10838,Midgrade Gas,2.254
2019-01-29,10838,Premium Gas,2.5465
2019-01-29,10838,Unleaded Gas,1.929
2019-01-30,10808,Diesel,2.604
2019-01-30,10808,Midgrade Gas,2.099
2019-01-30,10808,Unleaded Gas,1.829
2019-01-30,10818,Diesel,2.6990000000000003
2019-01-30,10818,Midgrade Gas,2.309
2019-01-30,10818,Premium Gas,2.559
2019-01-30,10818,Unleaded Gas,1.987
2019-01-30,10838,Diesel,2.582333333333333
2019-01-30,10838,Midgrade Gas,2.254
2019-01-30,10838,Premium Gas,2.5715000000000003
2019-01-30,10838,Unleaded Gas,1.924
2019-01-31,10808,Diesel,2.604
2019-01-31,10808,Midgrade Gas,2.099
2019-01-31,10808,Unleaded Gas,1.829
2019-01-31,10818,Diesel,2.6790000000000003
2019-01-31,10818,Midgrade Gas,2.279
2019-01-31,10818,Premium Gas,2.603
2019-01-31,10818,Unleaded Gas,1.983
2019-01-31,10838,Diesel,2.582333333333333
2019-01-31,10838,Midgrade Gas,2.2464999999999997
2019-01-31,10838,Premium Gas,2.5415
2019-01-31,10838,Unleaded Gas,1.9064999999999999
2019-02-01,10808,Diesel,2.589
2019-02-01,10808,Midgrade Gas,2.099
2019-02-01,10808,Unleaded Gas,1.8523333333333334
2019-02-01,10818,Diesel,2.7123333333333335
2019-02-01,10818,Midgrade Gas,2.314
2019-02-01,10818,Premium Gas,2.603
2019-02-01,10818,Unleaded Gas,1.989
2019-02-01,10838,Diesel,2.582333333333333
2019-02-01,10838,Midgrade Gas,2.2464999999999997
2019-02-01,10838,Premium Gas,2.5315000000000003
2019-02-01,10838,Unleaded Gas,1.899
2019-02-02,10808,Diesel,2.589
2019-02-02,10808,Midgrade Gas,2.099
2019-02-02,10808,Unleaded Gas,1.899
2019-02-02,10818,Diesel,2.7123333333333335
2019-02-02,10818,Midgrade Gas,2.314
2019-02-02,10818,Premium Gas,2.6129999999999995
2019-02-02,10818,Unleaded Gas,1.9810000000000003
2019-02-02,10838,Diesel,2.582333333333333
2019-02-02,10838,Midgrade Gas,2.2365
2019-02-02,10838,Premium Gas,2.524
2019-02-02,10838,Unleaded Gas,1.899
2019-02-03,10808,Diesel,2.589
2019-02-03,10808,Unleaded Gas,1.899
2019-02-03,10818,Diesel,2.7123333333333335
2019-02-03,10818,Midgrade Gas,2.309
2019-02-03,10818,Premium Gas,2.6565
2019-02-03,10818,Unleaded Gas,1.9810000000000003
2019-02-03,10838,Diesel,2.582333333333333
2019-02-03,10838,Midgrade Gas,2.2365
2019-02-03,10838,Premium Gas,2.529
2019-02-03,10838,Unleaded Gas,1.899
2019-02-04,10808,Diesel,2.589
2019-02-04,10808,Unleaded Gas,1.899
2019-02-04,10818,Diesel,2.7123333333333335
2019-02-04,10818,Midgrade Gas,2.279
2019-02-04,10818,Premium Gas,2.6489999999999996
2019-02-04,10818,Unleaded Gas,1.9770000000000003
2019-02-04,10838,Diesel,2.582333333333333
2019-02-04,10838,Midgrade Gas,2.2365
2019-02-04,10838,Premium Gas,2.529
2019-02-04,10838,Unleaded Gas,1.949
2019-02-05,10808,Diesel,2.589
2019-02-05,10808,Unleaded Gas,1.899
2019-02-05,10818,Diesel,2.7123333333333335
2019-02-05,10818,Midgrade Gas,2.309
2019-02-05,10818,Premium Gas,2.574
2019-02-05,10818,Unleaded Gas,1.9770000000000003
2019-02-05,10838,Diesel,2.582333333333333
2019-02-05,10838,Midgrade Gas,2.304
2019-02-05,10838,Premium Gas,2.609
2019-02-05,10838,Unleaded Gas,1.9965
2019-02-06,10808,Diesel,2.589
2019-02-06,10808,Premium Gas,2.279
2019-02-06,10808,Unleaded Gas,1.899
2019-02-06,10818,Diesel,2.7123333333333335
2019-02-06,10818,Midgrade Gas,2.309
2019-02-06,10818,Premium Gas,2.574
2019-02-06,10818,Unleaded Gas,1.9770000000000003
2019-02-06,10838,Diesel,2.582333333333333
2019-02-06,10838,Midgrade Gas,2.299
2019-02-06,10838,Premium Gas,2.604
2019-02-06,10838,Unleaded Gas,1.9915
2019-02-07,10808,Diesel,2.589
2019-02-07,10808,Premium Gas,2.279
2019-02-07,10808,Unleaded Gas,1.9590000000000003
2019-02-07,10818,Diesel,2.7123333333333335
2019-02-07,10818,Midgrade Gas,2.309
2019-02-07,10818,Premium Gas,2.549
2019-02-07,10818,Unleaded Gas,1.9770000000000003
2019-02-07,10838,Diesel,2.582333333333333
2019-02-07,10838,Midgrade Gas,2.294
2019-02-07,10838,Premium Gas,2.5989999999999998
2019-02-07,10838,Unleaded Gas,1.9865000000000002
2019-02-08,10808,Diesel,2.589
2019-02-08,10808,Premium Gas,2.279
2019-02-08,10808,Unleaded Gas,1.899
2019-02-08,10818,Diesel,2.7123333333333335
2019-02-08,10818,Midgrade Gas,2.309
2019-02-08,10818,Premium Gas,2.549
2019-02-08,10818,Unleaded Gas,1.9770000000000003
2019-02-08,10838,Diesel,2.582333333333333
2019-02-08,10838,Midgrade Gas,2.2889999999999997
2019-02-08,10838,Premium Gas,2.594
2019-02-08,10838,Unleaded Gas,1.9765
2019-02-09,10808,Diesel,2.589
2019-02-09,10808,Midgrade Gas,2.199
2019-02-09,10808,Premium Gas,2.279
2019-02-09,10808,Unleaded Gas,1.899
2019-02-09,10818,Diesel,2.6590000000000003
2019-02-09,10818,Midgrade Gas,2.309
2019-02-09,10818,Premium Gas,2.549
2019-02-09,10818,Unleaded Gas,1.9770000000000003
2019-02-09,10838,Diesel,2.582333333333333
2019-02-09,10838,Midgrade Gas,2.2689999999999997
2019-02-09,10838,Premium Gas,2.574
2019-02-09,10838,Unleaded Gas,1.9540000000000002
2019-02-10,10808,Diesel,2.604
2019-02-10,10808,Midgrade Gas,2.199
2019-02-10,10808,Premium Gas,2.279
2019-02-10,10808,Unleaded Gas,1.899
2019-02-10,10818,Diesel,2.6590000000000003
2019-02-10,10818,Midgrade Gas,2.2489999999999997
2019-02-10,10818,Premium Gas,2.549
2019-02-10,10818,Unleaded Gas,1.9770000000000003
2019-02-10,10838,Diesel,2.582333333333333
2019-02-10,10838,Midgrade Gas,2.2689999999999997
2019-02-10,10838,Premium Gas,2.574
2019-02-10,10838,Unleaded Gas,1.9540000000000002
2019-02-11,10808,Diesel,2.604
2019-02-11,10808,Midgrade Gas,2.199
2019-02-11,10808,Unleaded Gas,1.899
2019-02-11,10818,Diesel,2.6590000000000003
2019-02-11,10818,Midgrade Gas,2.2489999999999997
2019-02-11,10818,Premium Gas,2.549
2019-02-11,10818,Unleaded Gas,1.9770000000000003
2019-02-11,10838,Diesel,2.582333333333333
2019-02-11,10838,Midgrade Gas,2.264
2019-02-11,10838,Premium Gas,2.569
2019-02-11,10838,Unleaded Gas,1.9489999999999998
2019-02-12,10808,Diesel,2.604
2019-02-12,10808,Midgrade Gas,2.199
2019-02-12,10808,Unleaded Gas,1.929
2019-02-12,10818,Diesel,2.6590000000000003
2019-02-12,10818,Midgrade Gas,2.279
2019-02-12,10818,Premium Gas,2.549
2019-02-12,10818,Unleaded Gas,1.9770000000000003
2019-02-12,10838,Diesel,2.582333333333333
2019-02-12,10838,Midgrade Gas,2.259
2019-02-12,10838,Premium Gas,2.5565
2019-02-12,10838,Unleaded Gas,1.9315
2019-02-13,10808,Diesel,2.644
2019-02-13,10808,Midgrade Gas,2.199
2019-02-13,10808,Unleaded Gas,1.939
2019-02-13,10818,Diesel,2.6590000000000003
2019-02-13,10818,Midgrade Gas,2.279
2019-02-13,10818,Premium Gas,2.549
2019-02-13,10818,Unleaded Gas,1.9770000000000003
2019-02-13,10838,Diesel,2.582333333333333
2019-02-13,10838,Midgrade Gas,2.259
2019-02-13,10838,Premium Gas,2.5565
2019-02-13,10838,Unleaded Gas,1.9315
2019-02-14,10808,Diesel,2.644
2019-02-14,10808,Unleaded Gas,1.939
2019-02-14,10818,Diesel,2.6590000000000003
2019-02-14,10818,Midgrade Gas,2.279
2019-02-14,10818,Premium Gas,2.564
2019-02-14,10818,Unleaded Gas,1.985
2019-02-14,10838,Diesel,2.582333333333333
2019-02-14,10838,Midgrade Gas,2.314
2019-02-14,10838,Premium Gas,2.6814999999999998
2019-02-14,10838,Unleaded Gas,2.0565
2019-02-15,10808,Diesel,2.644
2019-02-15,10808,Unleaded Gas,1.9656666666666667
2019-02-15,10818,Diesel,2.6590000000000003
2019-02-15,10818,Midgrade Gas,2.293
2019-02-15,10818,Premium Gas,2.564
2019-02-15,10818,Unleaded Gas,2.0149999999999997
2019-02-15,10838,Diesel,2.582333333333333
2019-02-15,10838,Midgrade Gas,2.384
2019-02-15,10838,Premium Gas,2.6814999999999998
2019-02-15,10838,Unleaded Gas,2.159
2019-02-16,10808,Diesel,2.6189999999999998
2019-02-16,10808,Unleaded Gas,1.9823333333333333
2019-02-16,10818,Diesel,2.7123333333333335
2019-02-16,10818,Midgrade Gas,2.293
2019-02-16,10818,Premium Gas,2.632333333333333
2019-02-16,10818,Unleaded Gas,2.0469999999999997
2019-02-16,10838,Diesel,2.582333333333333
2019-02-16,10838,Midgrade Gas,2.384
2019-02-16,10838,Premium Gas,2.6814999999999998
2019-02-16,10838,Unleaded Gas,2.154
2019-02-17,10808,Diesel,2.6189999999999998
2019-02-17,10808,Unleaded Gas,1.9823333333333333
2019-02-17,10818,Diesel,2.669
2019-02-17,10818,Midgrade Gas,2.293
2019-02-17,10818,Premium Gas,2.632333333333333
2019-02-17,10818,Unleaded Gas,2.0509999999999997
2019-02-17,10838,Diesel,2.582333333333333
2019-02-17,10838,Midgrade Gas,2.3689999999999998
2019-02-17,10838,Premium Gas,2.6665
2019-02-17,10838,Unleaded Gas,2.1365
2019-02-18,10808,Diesel,2.6189999999999998
2019-02-18,10808,Midgrade Gas,2.249
2019-02-18,10808,Premium Gas,2.479
2019-02-18,10808,Unleaded Gas,2.049
2019-02-18,10818,Diesel,2.684
2019-02-18,10818,Midgrade Gas,2.367
2019-02-18,10818,Premium Gas,2.673
2019-02-18,10818,Unleaded Gas,2.0509999999999997
2019-02-18,10838,Diesel,2.582333333333333
2019-02-18,10838,Midgrade Gas,2.359
2019-02-18,10838,Premium Gas,2.6565
2019-02-18,10838,Unleaded Gas,2.1189999999999998
2019-02-19,10808,Diesel,2.679
2019-02-19,10808,Midgrade Gas,2.249
2019-02-19,10808,Premium Gas,2.479
2019-02-19,10808,Unleaded Gas,2.0423333333333336
2019-02-19,10818,Diesel,2.684
2019-02-19,10818,Midgrade Gas,2.367
2019-02-19,10818,Premium Gas,2.669
2019-02-19,10818,Unleaded Gas,2.079
2019-02-19,10838,Diesel,2.582333333333333
2019-02-19,10838,Midgrade Gas,2.3514999999999997
2019-02-19,10838,Premium Gas,2.689
2019-02-19,10838,Unleaded Gas,2.1115000000000004
2019-02-20,10808,Diesel,2.679
2019-02-20,10808,Midgrade Gas,2.249
2019-02-20,10808,Premium Gas,2.479
2019-02-20,10808,Unleaded Gas,2.0590000000000006
2019-02-20,10818,Diesel,2.684
2019-02-20,10818,Midgrade Gas,2.3565
2019-02-20,10818,Premium Gas,2.6765
2019-02-20,10818,Unleaded Gas,2.087
2019-02-20,10838,Diesel,2.5923333333333334
2019-02-20,10838,Midgrade Gas,2.3815
2019-02-20,10838,Premium Gas,2.649
2019-02-20,10838,Unleaded Gas,2.109
2019-02-21,10808,Diesel,2.679
2019-02-21,10808,Midgrade Gas,2.249
2019-02-21,10808,Premium Gas,2.479
2019-02-21,10808,Unleaded Gas,2.065666666666667
2019-02-21,10818,Diesel,2.684
2019-02-21,10818,Midgrade Gas,2.3890000000000002
2019-02-21,10818,Premium Gas,2.6765
2019-02-21,10818,Unleaded Gas,2.107
2019-02-21,10838,Diesel,2.5923333333333334
2019-02-21,10838,Midgrade Gas,2.379
2019-02-21,10838,Premium Gas,2.6465
2019-02-21,10838,Unleaded Gas,2.104
2019-02-22,10808,Diesel,2.679
2019-02-22,10808,Midgrade Gas,2.249
2019-02-22,10808,Premium Gas,2.479
2019-02-22,10808,Unleaded Gas,2.099
2019-02-22,10818,Diesel,2.684
2019-02-22,10818,Midgrade Gas,2.3810000000000002
2019-02-22,10818,Premium Gas,2.6765
